Nodes:
0: (13.03, 10.0)
138: (14.690000000000001, 10.13)
139: (16.009999999999998, 10.13)
140: (16.27, 10.13)
141: (16.58, 10.13)
142: (18.880000000000003, 10.13)
143: (11.53, 10.14)
144: (12.01, 10.14)
145: (14.0, 10.14)
146: (15.25, 10.14)
147: (15.46, 10.14)
148: (17.79, 10.14)
149: (17.85, 10.14)
150: (18.25, 10.14)
151: (18.6, 10.14)
152: (18.759999999999998, 10.14)
153: (10.92, 10.15)
154: (11.08, 10.15)
155: (11.09, 10.15)
156: (12.72, 10.15)
157: (16.09, 10.15)
158: (16.11, 10.15)
159: (16.33, 10.15)
160: (17.6, 10.15)
161: (19.1, 10.15)
162: (19.33, 10.15)
163: (10.18, 10.16)
164: (12.41, 10.16)
165: (13.54, 10.16)
166: (14.379999999999999, 10.16)
167: (14.49, 10.16)
168: (15.629999999999999, 10.16)
169: (19.3, 10.16)
170: (10.2, 10.17)
171: (10.52, 10.17)
172: (10.69, 10.17)
173: (11.64, 10.17)
174: (12.18, 10.17)
175: (12.24, 10.17)
176: (14.33, 10.17)
177: (15.08, 10.17)
178: (16.37, 10.17)
179: (16.71, 10.17)
180: (17.759999999999998, 10.17)
181: (18.259999999999998, 10.17)
182: (10.73, 10.18)
183: (14.0, 10.18)
184: (14.34, 10.18)
185: (14.45, 10.18)
186: (15.35, 10.18)
187: (16.37, 10.18)
188: (17.71, 10.18)
189: (17.91, 10.18)
190: (18.009999999999998, 10.18)
191: (19.060000000000002, 10.18)
192: (19.240000000000002, 10.18)
193: (19.42, 10.18)
194: (10.74, 10.19)
195: (11.07, 10.19)
196: (12.77, 10.19)
197: (13.84, 10.19)
198: (13.96, 10.19)
199: (14.67, 10.19)
200: (14.76, 10.19)
201: (15.86, 10.19)
202: (16.34, 10.19)
203: (16.89, 10.19)
204: (17.68, 10.19)
205: (17.72, 10.19)
206: (18.740000000000002, 10.19)
207: (19.1, 10.19)
208: (19.5, 10.19)
209: (10.9, 10.2)
210: (11.53, 10.2)
211: (11.94, 10.2)
212: (12.98, 10.2)
213: (13.77, 10.2)
214: (13.92, 10.2)
215: (14.74, 10.2)
216: (17.2, 10.2)
217: (10.28, 10.21)
218: (10.4, 10.21)
219: (10.83, 10.21)
220: (11.34, 10.21)
221: (11.99, 10.21)
222: (12.9, 10.21)
223: (16.42, 10.21)
224: (17.64, 10.21)
225: (17.95, 10.21)
226: (11.04, 10.22)
227: (12.74, 10.22)
228: (13.02, 10.22)
229: (14.02, 10.22)
230: (14.190000000000001, 10.22)
231: (14.27, 10.22)
232: (15.719999999999999, 10.22)
233: (18.490000000000002, 10.22)
234: (18.58, 10.22)
235: (19.39, 10.22)
236: (10.31, 10.23)
237: (10.69, 10.23)
238: (10.98, 10.23)
239: (11.98, 10.23)
240: (13.2, 10.23)
241: (14.59, 10.23)
242: (17.67, 10.23)
243: (18.21, 10.23)
244: (19.560000000000002, 10.23)
245: (10.92, 10.24)
246: (12.33, 10.24)
247: (12.89, 10.24)
248: (14.18, 10.24)
249: (14.21, 10.24)
250: (15.2, 10.24)
251: (15.629999999999999, 10.24)
252: (16.14, 10.24)
253: (17.73, 10.24)
254: (19.8, 10.24)
255: (11.3, 10.25)
256: (13.71, 10.25)
257: (15.59, 10.25)
258: (17.11, 10.25)
259: (17.6, 10.25)
260: (18.39, 10.25)
261: (19.990000000000002, 10.25)
262: (11.93, 10.26)
263: (12.18, 10.26)
264: (18.18, 10.26)
265: (19.619999999999997, 10.26)
266: (19.68, 10.26)
267: (19.92, 10.26)
268: (11.68, 10.27)
269: (12.28, 10.27)
270: (13.93, 10.27)
271: (15.15, 10.27)
272: (15.219999999999999, 10.27)
273: (15.54, 10.27)
274: (15.86, 10.27)
275: (16.56, 10.27)
276: (19.59, 10.27)
277: (11.89, 10.28)
278: (12.21, 10.28)
279: (14.440000000000001, 10.28)
280: (15.75, 10.28)
281: (16.52, 10.28)
282: (16.759999999999998, 10.28)
283: (17.73, 10.28)
284: (18.8, 10.28)
285: (18.85, 10.28)
286: (19.42, 10.28)
287: (12.18, 10.29)
288: (13.120000000000001, 10.29)
289: (13.56, 10.29)
290: (14.04, 10.29)
291: (16.88, 10.29)
292: (19.07, 10.29)
293: (10.13, 10.3)
294: (10.47, 10.3)
295: (11.81, 10.3)
296: (14.51, 10.3)
297: (14.58, 10.3)
298: (15.52, 10.3)
299: (16.89, 10.3)
300: (17.509999999999998, 10.3)
301: (17.69, 10.3)
302: (17.759999999999998, 10.3)
303: (19.58, 10.3)
304: (19.71, 10.3)
305: (11.29, 10.31)
306: (11.32, 10.31)
307: (12.02, 10.31)
308: (12.120000000000001, 10.31)
309: (13.75, 10.31)
310: (14.01, 10.31)
311: (14.9, 10.31)
312: (15.35, 10.31)
313: (15.42, 10.31)
314: (16.17, 10.31)
315: (16.19, 10.31)
316: (16.87, 10.31)
317: (17.04, 10.31)
318: (17.85, 10.31)
319: (18.07, 10.31)
320: (18.4, 10.31)
321: (11.19, 10.32)
322: (11.27, 10.32)
323: (11.379999999999999, 10.32)
324: (12.23, 10.32)
325: (12.48, 10.32)
326: (12.51, 10.32)
327: (13.83, 10.32)
328: (15.43, 10.32)
329: (15.5, 10.32)
330: (15.67, 10.32)
331: (16.04, 10.32)
332: (16.64, 10.32)
333: (17.1, 10.32)
334: (17.58, 10.32)
335: (18.17, 10.32)
336: (18.34, 10.32)
337: (10.32, 10.33)
338: (11.24, 10.33)
339: (11.3, 10.33)
340: (12.78, 10.33)
341: (14.16, 10.33)
342: (16.68, 10.33)
343: (16.78, 10.33)
344: (18.43, 10.33)
345: (18.55, 10.33)
346: (19.310000000000002, 10.33)
347: (19.54, 10.33)
348: (10.74, 10.34)
349: (11.09, 10.34)
350: (11.69, 10.34)
351: (12.1, 10.34)
352: (12.42, 10.34)
353: (13.18, 10.34)
354: (15.01, 10.34)
355: (15.780000000000001, 10.34)
356: (11.14, 10.35)
357: (13.129999999999999, 10.35)
358: (13.17, 10.35)
359: (14.82, 10.35)
360: (15.51, 10.35)
361: (17.84, 10.35)
362: (18.28, 10.35)
363: (11.9, 10.36)
364: (13.23, 10.36)
365: (15.36, 10.36)
366: (15.92, 10.36)
367: (17.81, 10.36)
368: (17.98, 10.36)
369: (12.18, 10.37)
370: (14.1, 10.37)
371: (14.14, 10.37)
372: (15.93, 10.37)
373: (16.06, 10.37)
374: (16.16, 10.37)
375: (16.240000000000002, 10.37)
376: (17.88, 10.37)
377: (19.509999999999998, 10.37)
378: (10.6, 10.38)
379: (10.83, 10.38)
380: (11.84, 10.38)
381: (12.02, 10.38)
382: (12.24, 10.38)
383: (12.41, 10.38)
384: (13.92, 10.38)
385: (14.55, 10.38)
386: (14.67, 10.38)
387: (15.48, 10.38)
388: (16.22, 10.38)
389: (16.25, 10.38)
390: (16.29, 10.38)
391: (16.8, 10.38)
392: (17.46, 10.38)
393: (17.47, 10.38)
394: (17.87, 10.38)
395: (11.47, 10.39)
396: (12.32, 10.39)
397: (12.71, 10.39)
398: (14.33, 10.39)
399: (15.440000000000001, 10.39)
400: (10.34, 10.4)
401: (10.5, 10.4)
402: (12.31, 10.4)
403: (14.43, 10.4)
404: (15.66, 10.4)
405: (15.870000000000001, 10.4)
406: (16.57, 10.4)
407: (17.06, 10.4)
408: (17.34, 10.4)
409: (11.1, 10.41)
410: (11.11, 10.41)
411: (11.75, 10.41)
412: (11.81, 10.41)
413: (12.47, 10.41)
414: (13.58, 10.41)
415: (13.96, 10.41)
416: (14.24, 10.41)
417: (16.6, 10.41)
418: (16.64, 10.41)
419: (17.48, 10.41)
420: (19.61, 10.41)
421: (10.49, 10.42)
422: (11.120000000000001, 10.42)
423: (13.84, 10.42)
424: (14.74, 10.42)
425: (17.35, 10.42)
426: (17.4, 10.42)
427: (17.73, 10.42)
428: (17.79, 10.42)
429: (19.29, 10.42)
430: (19.75, 10.42)
431: (10.53, 10.43)
432: (10.6, 10.43)
433: (10.77, 10.43)
434: (11.11, 10.43)
435: (12.97, 10.43)
436: (13.64, 10.43)
437: (13.85, 10.43)
438: (14.41, 10.43)
439: (15.76, 10.43)
440: (16.15, 10.43)
441: (16.57, 10.43)
442: (17.94, 10.43)
443: (18.43, 10.43)
444: (19.65, 10.43)
445: (19.93, 10.43)
446: (19.96, 10.43)
447: (12.08, 10.44)
448: (13.82, 10.44)
449: (14.05, 10.44)
450: (14.59, 10.44)
451: (15.34, 10.44)
452: (17.59, 10.44)
453: (17.62, 10.44)
454: (18.42, 10.44)
455: (19.73, 10.44)
456: (19.759999999999998, 10.44)
457: (10.55, 10.45)
458: (11.08, 10.45)
459: (12.91, 10.45)
460: (13.07, 10.45)
461: (15.08, 10.45)
462: (15.370000000000001, 10.45)
463: (16.05, 10.45)
464: (16.3, 10.45)
465: (16.36, 10.45)
466: (17.04, 10.45)
467: (17.18, 10.45)
468: (18.17, 10.45)
469: (19.07, 10.45)
470: (19.23, 10.45)
471: (19.810000000000002, 10.45)
472: (19.97, 10.45)
473: (10.57, 10.46)
474: (12.09, 10.46)
475: (12.85, 10.46)
476: (14.309999999999999, 10.46)
477: (14.52, 10.46)
478: (14.79, 10.46)
479: (16.22, 10.46)
480: (16.75, 10.46)
481: (17.990000000000002, 10.46)
482: (18.009999999999998, 10.46)
483: (18.23, 10.46)
484: (19.939999999999998, 10.46)
485: (10.47, 10.47)
486: (11.18, 10.47)
487: (11.61, 10.47)
488: (12.76, 10.47)
489: (13.36, 10.47)
490: (13.5, 10.47)
491: (13.82, 10.47)
492: (14.21, 10.47)
493: (14.52, 10.47)
494: (15.04, 10.47)
495: (15.14, 10.47)
496: (16.48, 10.47)
497: (17.52, 10.47)
498: (19.67, 10.47)
499: (19.96, 10.47)
500: (10.59, 10.48)
501: (11.32, 10.48)
502: (11.86, 10.48)
503: (15.030000000000001, 10.48)
504: (17.03, 10.48)
505: (17.18, 10.48)
506: (17.38, 10.48)
507: (18.11, 10.48)
508: (18.73, 10.48)
509: (19.07, 10.48)
510: (19.11, 10.48)
511: (19.16, 10.48)
512: (19.35, 10.48)
513: (19.82, 10.48)
514: (10.5, 10.49)
515: (11.0, 10.49)
516: (12.67, 10.49)
517: (14.46, 10.49)
518: (14.74, 10.49)
519: (16.39, 10.49)
520: (19.39, 10.49)
521: (19.68, 10.49)
522: (10.23, 10.5)
523: (10.33, 10.5)
524: (11.86, 10.5)
525: (13.34, 10.5)
526: (14.84, 10.5)
527: (14.93, 10.5)
528: (15.469999999999999, 10.5)
529: (15.51, 10.5)
530: (16.65, 10.5)
531: (17.03, 10.5)
532: (18.990000000000002, 10.5)
533: (19.29, 10.5)
534: (12.16, 10.51)
535: (12.36, 10.51)
536: (13.48, 10.51)
537: (14.15, 10.51)
538: (17.43, 10.51)
539: (18.11, 10.51)
540: (12.17, 10.52)
541: (12.51, 10.52)
542: (13.57, 10.52)
543: (14.32, 10.52)
544: (17.07, 10.52)
545: (17.09, 10.52)
546: (18.41, 10.52)
547: (12.18, 10.53)
548: (12.54, 10.53)
549: (12.82, 10.53)
550: (12.9, 10.53)
551: (17.06, 10.53)
552: (18.27, 10.53)
553: (19.060000000000002, 10.53)
554: (19.240000000000002, 10.53)
555: (10.96, 10.54)
556: (11.25, 10.54)
557: (11.41, 10.54)
558: (12.129999999999999, 10.54)
559: (13.03, 10.54)
560: (14.23, 10.54)
561: (14.940000000000001, 10.54)
562: (15.43, 10.54)
563: (16.25, 10.54)
564: (19.66, 10.54)
565: (11.17, 10.55)
566: (11.54, 10.55)
567: (11.61, 10.55)
568: (11.95, 10.55)
569: (12.47, 10.55)
570: (16.45, 10.55)
571: (18.05, 10.55)
572: (19.740000000000002, 10.55)
573: (11.32, 10.56)
574: (11.95, 10.56)
575: (13.29, 10.56)
576: (13.94, 10.56)
577: (16.67, 10.56)
578: (18.43, 10.56)
579: (18.71, 10.56)
580: (19.97, 10.56)
581: (11.14, 10.57)
582: (12.09, 10.57)
583: (14.780000000000001, 10.57)
584: (14.82, 10.57)
585: (15.07, 10.57)
586: (18.16, 10.57)
587: (19.03, 10.57)
588: (19.8, 10.57)
589: (10.0, 10.58)
590: (10.75, 10.58)
591: (12.48, 10.58)
592: (14.45, 10.58)
593: (14.85, 10.58)
594: (15.67, 10.58)
595: (16.42, 10.58)
596: (18.39, 10.58)
597: (19.08, 10.58)
598: (19.32, 10.58)
599: (10.22, 10.59)
600: (10.63, 10.59)
601: (10.99, 10.59)
602: (11.33, 10.59)
603: (12.32, 10.59)
604: (12.67, 10.59)
605: (12.69, 10.59)
606: (12.71, 10.59)
607: (13.39, 10.59)
608: (13.64, 10.59)
609: (14.01, 10.59)
610: (18.490000000000002, 10.59)
611: (18.91, 10.59)
612: (18.93, 10.59)
613: (10.22, 10.6)
614: (12.09, 10.6)
615: (12.72, 10.6)
616: (14.16, 10.6)
617: (15.02, 10.6)
618: (10.0, 10.61)
619: (10.11, 10.61)
620: (12.94, 10.61)
621: (14.559999999999999, 10.61)
622: (14.95, 10.61)
623: (16.38, 10.61)
624: (17.55, 10.61)
625: (18.189999999999998, 10.61)
626: (18.32, 10.61)
627: (18.72, 10.61)
628: (19.79, 10.61)
629: (11.67, 10.62)
630: (11.73, 10.62)
631: (11.75, 10.62)
632: (11.86, 10.62)
633: (12.629999999999999, 10.62)
634: (13.75, 10.62)
635: (14.71, 10.62)
636: (16.53, 10.62)
637: (16.73, 10.62)
638: (16.79, 10.62)
639: (18.65, 10.62)
640: (18.92, 10.62)
641: (11.97, 10.63)
642: (12.55, 10.63)
643: (13.129999999999999, 10.63)
644: (13.86, 10.63)
645: (14.01, 10.63)
646: (14.629999999999999, 10.63)
647: (15.1, 10.63)
648: (15.29, 10.63)
649: (17.68, 10.63)
650: (17.91, 10.63)
651: (17.98, 10.63)
652: (19.14, 10.63)
653: (10.33, 10.64)
654: (10.72, 10.64)
655: (10.77, 10.64)
656: (11.82, 10.64)
657: (13.78, 10.64)
658: (14.1, 10.64)
659: (14.719999999999999, 10.64)
660: (15.3, 10.64)
661: (16.6, 10.64)
662: (16.65, 10.64)
663: (18.14, 10.64)
664: (18.71, 10.64)
665: (12.22, 10.65)
666: (13.1, 10.65)
667: (13.43, 10.65)
668: (13.99, 10.65)
669: (14.61, 10.65)
670: (15.42, 10.65)
671: (16.240000000000002, 10.65)
672: (16.55, 10.65)
673: (16.59, 10.65)
674: (17.12, 10.65)
675: (18.060000000000002, 10.65)
676: (18.47, 10.65)
677: (19.880000000000003, 10.65)
678: (10.44, 10.66)
679: (11.32, 10.66)
680: (11.43, 10.66)
681: (12.620000000000001, 10.66)
682: (12.86, 10.66)
683: (14.16, 10.66)
684: (15.21, 10.66)
685: (17.34, 10.66)
686: (17.35, 10.66)
687: (18.41, 10.66)
688: (19.380000000000003, 10.66)
689: (19.78, 10.66)
690: (19.98, 10.66)
691: (10.15, 10.67)
692: (11.2, 10.67)
693: (11.49, 10.67)
694: (11.52, 10.67)
695: (12.85, 10.67)
696: (15.5, 10.67)
697: (16.65, 10.67)
698: (16.98, 10.67)
699: (18.1, 10.67)
700: (18.189999999999998, 10.67)
701: (18.689999999999998, 10.67)
702: (11.58, 10.68)
703: (11.64, 10.68)
704: (12.31, 10.68)
705: (12.59, 10.68)
706: (13.66, 10.68)
707: (14.14, 10.68)
708: (16.48, 10.68)
709: (19.72, 10.68)
710: (10.24, 10.69)
711: (11.48, 10.69)
712: (11.49, 10.69)
713: (12.01, 10.69)
714: (13.379999999999999, 10.69)
715: (14.67, 10.69)
716: (14.77, 10.69)
717: (14.89, 10.69)
718: (15.8, 10.69)
719: (16.16, 10.69)
720: (16.63, 10.69)
721: (18.64, 10.69)
722: (18.65, 10.69)
723: (19.240000000000002, 10.69)
724: (19.619999999999997, 10.69)
725: (11.05, 10.7)
726: (12.25, 10.7)
727: (12.72, 10.7)
728: (14.030000000000001, 10.7)
729: (14.04, 10.7)
730: (16.15, 10.7)
731: (17.32, 10.7)
732: (17.35, 10.7)
733: (18.09, 10.7)
734: (18.64, 10.7)
735: (18.68, 10.7)
736: (11.379999999999999, 10.71)
737: (11.39, 10.71)
738: (12.33, 10.71)
739: (12.69, 10.71)
740: (13.24, 10.71)
741: (16.28, 10.71)
742: (17.259999999999998, 10.71)
743: (17.759999999999998, 10.71)
744: (18.9, 10.71)
745: (19.560000000000002, 10.71)
746: (19.64, 10.71)
747: (10.05, 10.72)
748: (10.8, 10.72)
749: (11.93, 10.72)
750: (12.11, 10.72)
751: (13.21, 10.72)
752: (14.190000000000001, 10.72)
753: (14.7, 10.72)
754: (14.870000000000001, 10.72)
755: (14.92, 10.72)
756: (16.11, 10.72)
757: (16.18, 10.72)
758: (17.37, 10.72)
759: (17.85, 10.72)
760: (17.92, 10.72)
761: (18.03, 10.72)
762: (18.33, 10.72)
763: (18.39, 10.72)
764: (19.740000000000002, 10.72)
765: (10.63, 10.73)
766: (11.129999999999999, 10.73)
767: (12.0, 10.73)
768: (12.06, 10.73)
769: (12.26, 10.73)
770: (16.16, 10.73)
771: (16.95, 10.73)
772: (18.310000000000002, 10.73)
773: (19.14, 10.73)
774: (19.75, 10.73)
775: (10.07, 10.74)
776: (10.2, 10.74)
777: (11.18, 10.74)
778: (11.34, 10.74)
779: (11.47, 10.74)
780: (11.68, 10.74)
781: (11.75, 10.74)
782: (15.08, 10.74)
783: (16.75, 10.74)
784: (17.96, 10.74)
785: (19.34, 10.74)
786: (10.5, 10.75)
787: (11.01, 10.75)
788: (12.4, 10.75)
789: (12.54, 10.75)
790: (13.48, 10.75)
791: (13.77, 10.75)
792: (14.559999999999999, 10.75)
793: (14.780000000000001, 10.75)
794: (15.01, 10.75)
795: (17.13, 10.75)
796: (17.5, 10.75)
797: (17.83, 10.75)
798: (19.810000000000002, 10.75)
799: (11.24, 10.76)
800: (11.6, 10.76)
801: (12.66, 10.76)
802: (12.67, 10.76)
803: (12.93, 10.76)
804: (13.9, 10.76)
805: (14.09, 10.76)
806: (14.629999999999999, 10.76)
807: (16.8, 10.76)
808: (19.28, 10.76)
809: (19.630000000000003, 10.76)
810: (19.67, 10.76)
811: (11.49, 10.77)
812: (11.71, 10.77)
813: (12.02, 10.77)
814: (12.65, 10.77)
815: (15.21, 10.77)
816: (15.42, 10.77)
817: (15.7, 10.77)
818: (15.8, 10.77)
819: (16.34, 10.77)
820: (18.060000000000002, 10.77)
821: (18.34, 10.77)
822: (10.65, 10.78)
823: (11.16, 10.78)
824: (11.71, 10.78)
825: (11.92, 10.78)
826: (12.22, 10.78)
827: (15.24, 10.78)
828: (15.969999999999999, 10.78)
829: (16.009999999999998, 10.78)
830: (16.85, 10.78)
831: (17.73, 10.78)
832: (18.73, 10.78)
833: (19.009999999999998, 10.78)
834: (16.31, 10.79)
835: (16.64, 10.79)
836: (16.68, 10.79)
837: (16.96, 10.79)
838: (18.310000000000002, 10.79)
839: (18.42, 10.79)
840: (18.48, 10.79)
841: (18.560000000000002, 10.79)
842: (19.89, 10.79)
843: (19.990000000000002, 10.79)
844: (10.71, 10.8)
845: (11.370000000000001, 10.8)
846: (11.379999999999999, 10.8)
847: (11.82, 10.8)
848: (15.030000000000001, 10.8)
849: (15.34, 10.8)
850: (15.57, 10.8)
851: (15.65, 10.8)
852: (16.93, 10.8)
853: (17.07, 10.8)
854: (17.41, 10.8)
855: (17.69, 10.8)
856: (18.939999999999998, 10.8)
857: (11.2, 10.81)
858: (12.54, 10.81)
859: (14.51, 10.81)
860: (16.3, 10.81)
861: (16.94, 10.81)
862: (17.13, 10.81)
863: (18.15, 10.81)
864: (18.32, 10.81)
865: (18.53, 10.81)
866: (19.96, 10.81)
867: (14.48, 10.82)
868: (15.34, 10.82)
869: (15.559999999999999, 10.82)
870: (15.73, 10.82)
871: (16.82, 10.82)
872: (18.78, 10.82)
873: (10.79, 10.83)
874: (11.09, 10.83)
875: (11.75, 10.83)
876: (12.69, 10.83)
877: (15.42, 10.83)
878: (15.85, 10.83)
879: (10.02, 10.84)
880: (12.02, 10.84)
881: (12.42, 10.84)
882: (13.48, 10.84)
883: (15.15, 10.84)
884: (15.58, 10.84)
885: (16.52, 10.84)
886: (17.259999999999998, 10.84)
887: (18.0, 10.84)
888: (18.09, 10.84)
889: (19.939999999999998, 10.84)
890: (10.17, 10.85)
891: (10.43, 10.85)
892: (11.0, 10.85)
893: (12.54, 10.85)
894: (13.7, 10.85)
895: (14.67, 10.85)
896: (15.629999999999999, 10.85)
897: (15.99, 10.85)
898: (17.23, 10.85)
899: (17.44, 10.85)
900: (17.72, 10.85)
901: (19.46, 10.85)
902: (19.7, 10.85)
903: (19.78, 10.85)
904: (10.28, 10.86)
905: (11.24, 10.86)
906: (12.76, 10.86)
907: (16.509999999999998, 10.86)
908: (17.43, 10.86)
909: (18.4, 10.86)
910: (12.98, 10.87)
911: (19.369999999999997, 10.87)
912: (19.82, 10.87)
913: (10.25, 10.88)
914: (10.44, 10.88)
915: (10.57, 10.88)
916: (12.16, 10.88)
917: (12.24, 10.88)
918: (12.32, 10.88)
919: (15.719999999999999, 10.88)
920: (16.14, 10.88)
921: (17.41, 10.88)
922: (18.880000000000003, 10.88)
923: (18.89, 10.88)
924: (18.93, 10.88)
925: (10.38, 10.89)
926: (10.74, 10.89)
927: (11.28, 10.89)
928: (13.65, 10.89)
929: (15.190000000000001, 10.89)
930: (15.309999999999999, 10.89)
931: (15.98, 10.89)
932: (16.4, 10.89)
933: (16.48, 10.89)
934: (17.07, 10.89)
935: (17.58, 10.89)
936: (17.759999999999998, 10.89)
937: (18.11, 10.89)
938: (18.380000000000003, 10.89)
939: (11.69, 10.9)
940: (13.370000000000001, 10.9)
941: (14.57, 10.9)
942: (15.32, 10.9)
943: (15.84, 10.9)
944: (15.99, 10.9)
945: (18.67, 10.9)
946: (19.08, 10.9)
947: (11.08, 10.91)
948: (11.67, 10.91)
949: (15.71, 10.91)
950: (16.02, 10.91)
951: (16.759999999999998, 10.91)
952: (17.66, 10.91)
953: (18.03, 10.91)
954: (19.07, 10.91)
955: (10.1, 10.92)
956: (10.13, 10.92)
957: (14.190000000000001, 10.92)
958: (16.95, 10.92)
959: (18.009999999999998, 10.92)
960: (18.79, 10.92)
961: (19.5, 10.92)
962: (10.88, 10.93)
963: (11.68, 10.93)
964: (11.870000000000001, 10.93)
965: (12.76, 10.93)
966: (13.19, 10.93)
967: (13.9, 10.93)
968: (14.84, 10.93)
969: (15.23, 10.93)
970: (15.35, 10.93)
971: (15.75, 10.93)
972: (16.47, 10.93)
973: (17.47, 10.93)
974: (18.11, 10.93)
975: (18.369999999999997, 10.93)
976: (18.41, 10.93)
977: (19.0, 10.93)
978: (19.48, 10.93)
979: (11.19, 10.94)
980: (12.25, 10.94)
981: (12.370000000000001, 10.94)
982: (13.08, 10.94)
983: (18.34, 10.94)
984: (10.24, 10.95)
985: (11.0, 10.95)
986: (11.379999999999999, 10.95)
987: (11.9, 10.95)
988: (13.14, 10.95)
989: (13.27, 10.95)
990: (13.78, 10.95)
991: (17.14, 10.95)
992: (17.7, 10.95)
993: (18.68, 10.95)
994: (19.72, 10.95)
995: (10.77, 10.96)
996: (11.04, 10.96)
997: (11.34, 10.96)
998: (11.99, 10.96)
999: (12.71, 10.96)
1000: (14.55, 10.96)
1001: (15.0, 10.96)
1002: (16.88, 10.96)
1003: (17.15, 10.96)
1004: (17.45, 10.96)
1005: (17.93, 10.96)
1006: (10.78, 10.97)
1007: (11.6, 10.97)
1008: (12.21, 10.97)
1009: (12.82, 10.97)
1010: (13.35, 10.97)
1011: (13.72, 10.97)
1012: (14.120000000000001, 10.97)
1013: (17.06, 10.97)
1014: (18.46, 10.97)
1015: (10.55, 10.98)
1016: (10.6, 10.98)
1017: (10.63, 10.98)
1018: (10.76, 10.98)
1019: (11.83, 10.98)
1020: (13.129999999999999, 10.98)
1021: (14.08, 10.98)
1022: (14.21, 10.98)
1023: (14.43, 10.98)
1024: (14.719999999999999, 10.98)
1025: (14.77, 10.98)
1026: (15.58, 10.98)
1027: (16.61, 10.98)
1028: (18.17, 10.98)
1029: (18.21, 10.98)
1030: (18.3, 10.98)
